NAICs;METRO;STATE;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000
11;Florence-Muscle Shoals, AL;AL;183;182;183;207;221;210;177;168;0;0;130
423430;Florence-Muscle Shoals, AL;AL;*;*;0;0;0;0;*;*;*;*;*
425110;Florence-Muscle Shoals, AL;AL;*;*;0;0;0;0;0;0;0;0;*
443120;Florence-Muscle Shoals, AL;AL;0;0;0;0;0;0;0;0;0;0;*
454111;Florence-Muscle Shoals, AL;AL;0;0;0;0;0;0;0;*;*;*;*
51;Florence-Muscle Shoals, AL;AL;502;563;558;578;655;658;674;661;707;731;719
518;Florence-Muscle Shoals, AL;AL;*;*;*;0;0;0;0;0;0;0;*
52;Florence-Muscle Shoals, AL;AL;1587;1586;1564;1571;1517;1492;1508;1487;1501;1519;1533
54151;Florence-Muscle Shoals, AL;AL;117;102;107;32;30;0;0;0;19;0;33
611420;Florence-Muscle Shoals, AL;AL;0;0;0;*;*;*;*;*;*;*;*
811212;Florence-Muscle Shoals, AL;AL;0;*;*;0;0;0;0;*;*;*;*
811213;Florence-Muscle Shoals, AL;AL;0;0;0;0;0;0;0;0;*;*;*
10;Gadsden, AL;AL;33708;33592;35784;35903;36556;36855;36321;35487;36324;35922;37426
11;Gadsden, AL;AL;33;31;0;0;0;0;0;0;0;0;*
423430;Gadsden, AL;AL;0;0;0;0;0;0;0;0;0;0;*
425110;Gadsden, AL;AL;*;*;*;*;*;*;*;*;0;0;*
443120;Gadsden, AL;AL;36;33;39;39;37;49;51;48;47;36;36
454111;Gadsden, AL;AL;0;0;0;0;0;*;0;0;*;*;*
51;Gadsden, AL;AL;444;520;480;473;500;452;458;357;358;402;436
518;Gadsden, AL;AL;0;0;0;0;0;0;0;0;0;0;*
519130;Gadsden, AL;AL;*;*;0;*;*;*;*;*;*;*;*
52;Gadsden, AL;AL;975;982;967;991;984;973;1000;997;980;995;1010
522320;Gadsden, AL;AL;*;*;0;0;0;0;0;0;0;*;*
54151;Gadsden, AL;AL;0;0;26;0;13;0;0;0;0;0;*
611420;Gadsden, AL;AL;*;*;*;*;0;0;*;*;*;*;*
811212;Gadsden, AL;AL;0;0;0;0;0;*;*;0;0;0;*
811213;Gadsden, AL;AL;0;0;0;0;0;0;0;0;0;0;*
10;Huntsville, AL;AL;198674;199350;204865;200907;194188;189630;184608;180209;175679;177231;175496
11;Huntsville, AL;AL;0;0;0;0;759;0;0;0;0;0;*
323115;Huntsville, AL;AL;41;41;39;0;0;0;0;0;0;0;*
33411;Huntsville, AL;AL;2063;3308;3674;3757;3375;3277;3397;3954;3334;3944;4473
334611;Huntsville, AL;AL;0;0;0;0;292;290;292;0;0;0;*
423430;Huntsville, AL;AL;84;93;140;229;220;234;187;148;131;189;128
425110;Huntsville, AL;AL;0;0;0;0;0;24;31;33;49;55;46
443120;Huntsville, AL;AL;0;0;0;0;0;0;0;0;0;384;*
454111;Huntsville, AL;AL;0;0;0;0;15;13;0;0;0;11;*
51;Huntsville, AL;AL;2557;2209;2331;2138;2500;2454;2180;2236;2315;2613;2470
511210;Huntsville, AL;AL;0;0;0;0;26;24;23;23;16;16;*
518;Huntsville, AL;AL;0;0;0;0;136;0;0;0;0;0;*
519130;Huntsville, AL;AL;0;0;85;0;*;*;*;*;*;*;*
52;Huntsville, AL;AL;3916;4035;4124;4083;3776;3745;3663;3660;3537;3538;3393
522320;Huntsville, AL;AL;0;0;0;0;0;0;0;*;0;0;*
54151;Huntsville, AL;AL;9188;8202;7725;7178;6395;6439;6252;6028;5974;5642;5391
611420;Huntsville, AL;AL;7;13;16;0;0;0;0;0;0;0;*
811212;Huntsville, AL;AL;0;0;0;31;37;61;162;0;0;0;*
811213;Huntsville, AL;AL;0;0;0;726;706;1178;926;587;550;689;542
10;Mobile, AL;AL;165714;165897;175339;174174;170428;166861;161748;161958;163695;167001;169235
11;Mobile, AL;AL;727;765;813;848;808;822;861;849;852;919;1015
323115;Mobile, AL;AL;0;0;0;0;*;*;*;*;*;*;*
33411;Mobile, AL;AL;0;0;0;0;0;0;0;0;0;555;*
334611;Mobile, AL;AL;*;*;*;*;*;*;*;*;*;0;*
423430;Mobile, AL;AL;0;0;0;0;0;0;0;0;0;0;*
425110;Mobile, AL;AL;0;0;0;0;0;0;0;0;0;0;*
443120;Mobile, AL;AL;0;0;0;0;0;0;185;166;279;237;243
454111;Mobile, AL;AL;17;18;0;0;0;0;0;0;0;0;*
51;Mobile, AL;AL;2099;2328;2467;2404;2624;2466;2361;2377;2581;2942;3252
511210;Mobile, AL;AL;0;0;0;0;0;0;0;0;0;0;*
518;Mobile, AL;AL;201;197;224;223;259;276;250;258;271;259;275
519130;Mobile, AL;AL;27;0;0;0;*;*;*;*;*;*;*
52;Mobile, AL;AL;5381;5638;5777;5536;5765;6081;5543;5394;5291;5530;5470
522320;Mobile, AL;AL;21;0;0;23;36;42;45;50;54;65;*
54151;Mobile, AL;AL;2416;2382;2229;2267;2163;2075;1744;1599;1269;1195;1060
611420;Mobile, AL;AL;0;0;0;0;0;0;0;0;0;0;*
811212;Mobile, AL;AL;9;11;10;9;18;28;44;80;74;116;104
811213;Mobile, AL;AL;37;37;34;34;16;15;0;14;0;0;*
10;Montgomery, AL;AL;160356;162794;170559;171532;168661;165337;160469;158116;156803;158103;159001
11;Montgomery, AL;AL;583;0;0;0;506;519;547;0;681;0;804
323115;Montgomery, AL;AL;0;0;0;0;0;0;0;0;0;0;*
33411;Montgomery, AL;AL;0;0;0;0;0;0;0;0;0;0;*
334611;Montgomery, AL;AL;*;*;*;*;*;*;*;*;*;0;*
423430;Montgomery, AL;AL;0;0;0;0;0;0;0;156;144;0;145
425110;Montgomery, AL;AL;0;0;0;0;0;0;0;0;0;0;*
443120;Montgomery, AL;AL;101;0;0;0;0;0;0;234;0;0;*
454111;Montgomery, AL;AL;0;0;0;0;0;0;0;0;0;0;*
51;Montgomery, AL;AL;0;0;0;0;0;0;0;0;0;0;*
511210;Montgomery, AL;AL;0;0;0;0;0;0;0;0;0;0;*
518;Montgomery, AL;AL;0;0;0;0;83;100;56;70;73;0;174
519130;Montgomery, AL;AL;0;16;0;0;*;*;*;*;*;*;*
52;Montgomery, AL;AL;6948;7526;7799;8106;7828;7620;7658;7651;7543;7563;*
522320;Montgomery, AL;AL;0;0;0;0;0;13;0;0;9;0;*
54151;Montgomery, AL;AL;0;0;0;0;1532;0;0;1418;0;0;*
611420;Montgomery, AL;AL;*;*;*;*;*;0;0;0;0;0;*
811212;Montgomery, AL;AL;0;0;41;16;0;0;0;0;0;0;*
811213;Montgomery, AL;AL;0;0;0;0;*;0;0;0;0;0;*
10;Tuscaloosa, AL;AL;87193;87182;91900;92139;89998;86834;83911;81838;81825;81844;82192
11;Tuscaloosa, AL;AL;457;0;0;0;0;0;790;737;0;0;*
334611;Tuscaloosa, AL;AL;0;0;*;*;*;*;*;*;*;0;*
425110;Tuscaloosa, AL;AL;*;*;*;0;0;0;*;*;*;*;*
443120;Tuscaloosa, AL;AL;42;40;50;47;43;80;79;67;66;60;61
454111;Tuscaloosa, AL;AL;0;0;0;0;0;0;0;0;0;0;*
51;Tuscaloosa, AL;AL;0;0;980;960;1019;939;965;1032;1060;1220;1208
518;Tuscaloosa, AL;AL;0;0;0;0;46;48;45;48;44;51;47
519130;Tuscaloosa, AL;AL;6;6;0;0;*;*;*;*;*;*;*
52;Tuscaloosa, AL;AL;2148;2238;2237;2172;2160;1942;1932;1968;0;1845;1785
522320;Tuscaloosa, AL;AL;*;*;0;0;0;0;0;0;*;*;*
54151;Tuscaloosa, AL;AL;261;286;261;245;217;167;0;0;0;111;107
611420;Tuscaloosa, AL;AL;*;*;*;*;*;0;0;0;0;0;*
811212;Tuscaloosa, AL;AL;0;0;0;0;0;0;0;0;0;0;*
811213;Tuscaloosa, AL;AL;0;0;0;0;0;0;0;0;0;0;*
10;Anchorage, AK;AK;143890;142452;143163;140986;139807;137705;134684;131963;128617;125670;122151
11;Anchorage, AK;AK;224;164;147;149;166;166;183;214;242;207;*
323115;Anchorage, AK;AK;0;0;0;0;0;0;0;0;0;0;*
423430;Anchorage, AK;AK;14;19;24;22;22;0;0;0;0;0;*
425110;Anchorage, AK;AK;0;0;3;0;0;0;0;12;12;0;*
443120;Anchorage, AK;AK;0;0;0;0;0;0;0;0;208;0;266
454111;Anchorage, AK;AK;0;0;0;0;6;7;0;0;0;0;*
51;Anchorage, AK;AK;4747;4733;5024;4979;4947;4921;4904;4976;4994;5192;5200
511210;Anchorage, AK;AK;0;0;30;0;0;0;0;0;54;0;*
518;Anchorage, AK;AK;0;0;163;154;0;0;0;0;0;0;*
519130;Anchorage, AK;AK;45;32;14;0;*;*;*;*;*;*;*
52;Anchorage, AK;AK;5894;5883;5968;6060;6016;5987;5818;5636;4883;5060;5019
522320;Anchorage, AK;AK;0;0;0;0;0;28;28;0;0;0;*
54151;Anchorage, AK;AK;1012;968;824;759;790;772;778;853;832;0;*
611420;Anchorage, AK;AK;0;0;0;0;0;0;0;0;0;0;*
811212;Anchorage, AK;AK;40;41;51;54;57;0;0;0;0;0;*
811213;Anchorage, AK;AK;12;0;10;0;0;0;14;0;0;0;*
10;Fairbanks, AK;AK;37132;36369;36869;36809;36644;36477;35440;34177;33518;32897;32119
11;Fairbanks, AK;AK;45;40;42;36;45;0;32;29;0;0;*
323115;Fairbanks, AK;AK;0;0;0;0;0;0;0;*;*;*;*
423430;Fairbanks, AK;AK;0;0;0;0;0;0;0;0;0;0;*
425110;Fairbanks, AK;AK;0;0;0;0;0;0;0;0;0;0;*
443120;Fairbanks, AK;AK;0;0;0;0;0;0;0;0;0;0;*
51;Fairbanks, AK;AK;497;533;588;563;593;574;576;604;0;0;633
511210;Fairbanks, AK;AK;0;0;0;0;0;0;0;0;*;*;*
518;Fairbanks, AK;AK;0;0;0;*;0;0;0;0;0;0;*
52;Fairbanks, AK;AK;877;887;894;875;834;798;743;736;711;693;697
522320;Fairbanks, AK;AK;*;*;*;*;0;0;0;*;*;*;*
54151;Fairbanks, AK;AK;186;149;117;90;59;109;106;56;43;48;42
611420;Fairbanks, AK;AK;0;0;0;0;0;0;0;0;0;0;*
811212;Fairbanks, AK;AK;0;0;0;0;0;0;0;0;0;0;*
10;Flagstaff, AZ;AZ;55937;56326;58928;59539;58134;56545;43894;41819;41425;41035;41648
11;Flagstaff, AZ;AZ;108;104;94;98;98;82;85;93;112;87;93
33411;Flagstaff, AZ;AZ;*;0;0;0;0;0;0;0;0;0;*
334611;Flagstaff, AZ;AZ;*;*;*;*;*;*;*;*;0;0;*
423430;Flagstaff, AZ;AZ;*;*;0;0;0;6;9;0;0;7;*
425110;Flagstaff, AZ;AZ;0;0;0;0;*;*;0;0;0;0;*
443120;Flagstaff, AZ;AZ;8;0;0;0;0;0;0;0;0;0;*
454111;Flagstaff, AZ;AZ;0;0;7;0;0;5;0;5;0;0;*
51;Flagstaff, AZ;AZ;393;364;425;440;468;457;453;454;475;533;530
511210;Flagstaff, AZ;AZ;0;0;*;*;*;*;*;*;*;*;*
518;Flagstaff, AZ;AZ;0;0;0;0;0;0;0;19;0;0;*
519130;Flagstaff, AZ;AZ;*;*;*;0;*;*;*;*;*;*;*
52;Flagstaff, AZ;AZ;653;721;948;1032;900;855;836;769;736;763;719
522320;Flagstaff, AZ;AZ;0;0;0;0;0;0;0;0;0;0;*
54151;Flagstaff, AZ;AZ;65;40;40;45;60;50;41;34;29;31;29
811212;Flagstaff, AZ;AZ;0;0;0;19;19;18;18;14;11;0;*
811213;Flagstaff, AZ;AZ;0;0;0;0;0;0;0;0;0;0;*
10;Phoenix-Mesa-Scottsdale, AZ;AZ;1450336;1680708;1824256;1875320;1851669;1760666;1654273;1611028;1587945;1597404;1584172
11;Phoenix-Mesa-Scottsdale, AZ;AZ;7354;8239;8475;9320;9359;9682;10043;9896;9620;10269;10930
323115;Phoenix-Mesa-Scottsdale, AZ;AZ;258;277;185;108;82;53;0;0;52;73;86
33411;Phoenix-Mesa-Scottsdale, AZ;AZ;504;527;603;790;744;777;819;736;927;1236;1526
334611;Phoenix-Mesa-Scottsdale, AZ;AZ;0;0;351;235;115;67;0;139;0;225;*
423430;Phoenix-Mesa-Scottsdale, AZ;AZ;0;0;0;0;0;0;0;0;0;0;*
425110;Phoenix-Mesa-Scottsdale, AZ;AZ;0;0;665;794;0;0;0;0;0;0;*
443120;Phoenix-Mesa-Scottsdale, AZ;AZ;5206;0;4721;4235;3749;3154;2901;2839;2764;3027;*
454111;Phoenix-Mesa-Scottsdale, AZ;AZ;0;0;0;0;0;2665;2630;0;0;2495;3028
51;Phoenix-Mesa-Scottsdale, AZ;AZ;27356;28697;30394;30854;32369;32776;35262;37425;39270;41468;41901
511210;Phoenix-Mesa-Scottsdale, AZ;AZ;1497;0;0;0;1565;1481;1392;1339;1437;1861;2001
518;Phoenix-Mesa-Scottsdale, AZ;AZ;0;0;0;0;5203;5225;6086;0;6921;0;*
519130;Phoenix-Mesa-Scottsdale, AZ;AZ;535;439;541;615;*;*;*;*;*;*;*
52;Phoenix-Mesa-Scottsdale, AZ;AZ;98999;101863;106093;111840;112058;108413;102585;99826;96570;95468;92709
522320;Phoenix-Mesa-Scottsdale, AZ;AZ;0;0;0;9879;9744;9851;10273;10854;11750;11675;11844
54151;Phoenix-Mesa-Scottsdale, AZ;AZ;16850;15241;15891;13881;13155;11753;10841;9728;9477;0;*
611420;Phoenix-Mesa-Scottsdale, AZ;AZ;0;0;0;0;0;0;0;0;0;0;*
811212;Phoenix-Mesa-Scottsdale, AZ;AZ;0;0;0;0;0;699;629;549;832;658;669
811213;Phoenix-Mesa-Scottsdale, AZ;AZ;0;0;0;0;0;0;0;0;0;0;*
10;Prescott, AZ;AZ;53766;55821;60850;63910;63335;59082;46204;44026;43123;41765;41904
11;Prescott, AZ;AZ;254;259;285;289;299;299;303;315;340;299;289
323115;Prescott, AZ;AZ;0;0;0;0;0;*;*;*;*;*;*
423430;Prescott, AZ;AZ;6;0;15;0;28;28;26;27;26;23;*
425110;Prescott, AZ;AZ;*;*;0;0;0;0;0;0;0;4;*
443120;Prescott, AZ;AZ;15;0;0;0;0;0;0;0;0;0;*
454111;Prescott, AZ;AZ;0;3;0;0;5;0;0;0;0;*;*
51;Prescott, AZ;AZ;618;537;613;644;634;630;670;656;651;638;692
511210;Prescott, AZ;AZ;0;0;0;12;0;12;14;27;17;14;*
518;Prescott, AZ;AZ;0;0;0;0;48;44;52;48;39;36;75
519130;Prescott, AZ;AZ;0;9;8;5;*;*;*;*;*;*;*
52;Prescott, AZ;AZ;1041;1086;1402;1568;1391;1191;1105;1089;1018;980;1028
522320;Prescott, AZ;AZ;9;16;28;33;0;0;0;0;0;0;*
54151;Prescott, AZ;AZ;77;77;66;82;78;58;51;48;48;84;80
611420;Prescott, AZ;AZ;0;0;0;0;*;*;*;*;*;*;*
811212;Prescott, AZ;AZ;19;0;0;10;0;0;0;0;0;0;*
811213;Prescott, AZ;AZ;0;0;0;0;0;0;0;0;0;0;*
10;Tucson, AZ;AZ;343093;350227;369485;373728;367668;353335;285411;273854;273523;275635;281287
11;Tucson, AZ;AZ;623;586;638;525;540;584;611;628;657;698;696
323115;Tucson, AZ;AZ;32;29;28;15;15;0;0;0;0;0;*
33411;Tucson, AZ;AZ;0;0;0;148;0;0;2108;2132;2077;2144;2022
334611;Tucson, AZ;AZ;0;0;0;0;0;0;0;0;0;101;*
423430;Tucson, AZ;AZ;271;290;318;294;253;209;149;156;172;205;249
425110;Tucson, AZ;AZ;34;53;68;77;83;82;89;104;80;74;58
443120;Tucson, AZ;AZ;0;0;0;218;291;239;207;226;235;270;*
454111;Tucson, AZ;AZ;341;397;937;853;0;0;0;0;0;0;*
51;Tucson, AZ;AZ;4313;4747;5265;6031;6796;7197;7537;7451;7928;7742;7802
511210;Tucson, AZ;AZ;1017;1137;1283;1837;2026;2094;2096;2172;2218;2135;2244
518;Tucson, AZ;AZ;128;118;99;107;1086;1398;1430;1569;1808;1673;1576
519130;Tucson, AZ;AZ;37;38;46;44;*;*;*;*;*;*;*
52;Tucson, AZ;AZ;11588;11130;10372;10797;10321;9676;9669;9099;8175;7767;7559
522320;Tucson, AZ;AZ;318;330;336;355;247;0;149;155;0;0;*
54151;Tucson, AZ;AZ;3462;3403;3399;2889;1422;1341;1482;1269;1200;1251;1950
611420;Tucson, AZ;AZ;0;0;69;69;68;24;38;0;51;68;*
811212;Tucson, AZ;AZ;44;53;53;39;40;27;0;0;17;21;*
811213;Tucson, AZ;AZ;17;50;90;98;89;81;0;0;91;49;*
10;Yuma, AZ;AZ;61096;61316;65819;66750;66456;64777;52536;49667;48639;47376;45679
11;Yuma, AZ;AZ;12380;11933;13390;0;0;14982;15286;0;0;0;*
323115;Yuma, AZ;AZ;0;0;0;*;*;*;*;*;*;*;*
33411;Yuma, AZ;AZ;0;0;0;0;0;0;0;0;0;0;*
423430;Yuma, AZ;AZ;*;*;*;*;*;*;*;*;0;0;*
425110;Yuma, AZ;AZ;*;*;*;*;0;0;0;0;0;0;*
443120;Yuma, AZ;AZ;0;0;0;0;0;0;0;0;0;0;*
454111;Yuma, AZ;AZ;0;0;0;0;0;*;*;*;*;*;*
51;Yuma, AZ;AZ;548;465;1665;1556;1227;1112;1109;1023;953;881;783
518;Yuma, AZ;AZ;0;*;0;0;0;0;0;0;0;0;*
52;Yuma, AZ;AZ;845;920;909;945;818;785;739;675;661;665;661
54151;Yuma, AZ;AZ;469;0;0;0;134;95;9;7;0;3;*
611420;Yuma, AZ;AZ;*;*;*;*;*;*;0;0;0;0;*
811212;Yuma, AZ;AZ;20;0;17;18;16;16;14;0;0;0;*
811213;Yuma, AZ;AZ;0;19;0;0;0;0;0;0;0;0;*
10;Fayetteville-Springdale-Rogers, AR-MO;AR;190748;189280;196647;198056;174666;168663;179396;174366;171226;165148;141569
11;Fayetteville-Springdale-Rogers, AR-MO;AR;1385;1417;1440;1349;1273;0;0;0;0;0;1610
323115;Fayetteville-Springdale-Rogers, AR-MO;AR;0;13;0;0;0;0;0;5;0;0;*
33411;Fayetteville-Springdale-Rogers, AR-MO;AR;*;*;*;*;*;*;*;*;*;0;*
423430;Fayetteville-Springdale-Rogers, AR-MO;AR;0;0;0;0;0;0;0;0;0;0;*
425110;Fayetteville-Springdale-Rogers, AR-MO;AR;0;0;0;0;0;0;0;0;36;0;*
443120;Fayetteville-Springdale-Rogers, AR-MO;AR;0;0;0;0;0;0;0;0;0;0;*
454111;Fayetteville-Springdale-Rogers, AR-MO;AR;0;0;0;0;0;0;0;0;0;0;*
51;Fayetteville-Springdale-Rogers, AR-MO;AR;2039;2073;2462;2619;2481;2506;2422;2287;2309;2397;2259
511210;Fayetteville-Springdale-Rogers, AR-MO;AR;0;0;14;0;0;0;0;4;0;0;*
518;Fayetteville-Springdale-Rogers, AR-MO;AR;0;139;0;0;155;0;0;94;0;0;*
519130;Fayetteville-Springdale-Rogers, AR-MO;AR;41;0;24;7;*;*;*;*;*;*;*
52;Fayetteville-Springdale-Rogers, AR-MO;AR;4937;5164;5508;5646;5373;5024;4810;4778;4862;0;*
522320;Fayetteville-Springdale-Rogers, AR-MO;AR;134;172;172;168;145;0;0;10;0;0;*
54151;Fayetteville-Springdale-Rogers, AR-MO;AR;0;0;0;0;0;0;1353;271;0;0;*
611420;Fayetteville-Springdale-Rogers, AR-MO;AR;11;0;17;0;7;0;0;0;0;0;*
811212;Fayetteville-Springdale-Rogers, AR-MO;AR;0;0;0;154;0;0;0;43;0;30;*
811213;Fayetteville-Springdale-Rogers, AR-MO;AR;18;0;0;0;0;0;0;0;0;0;*
10;Fort Smith, AR-OK;AR;112867;114125;120621;121822;119563;116431;113787;112434;113212;114807;115254
11;Fort Smith, AR-OK;AR;0;562;0;0;616;611;0;663;0;0;704
323115;Fort Smith, AR-OK;AR;*;*;*;*;*;*;0;0;0;0;*
423430;Fort Smith, AR-OK;AR;0;0;27;22;23;24;0;0;0;0;*
425110;Fort Smith, AR-OK;AR;0;0;0;0;0;0;0;0;0;0;*
443120;Fort Smith, AR-OK;AR;0;0;0;0;0;0;0;0;0;0;*
454111;Fort Smith, AR-OK;AR;0;0;0;0;0;0;0;0;0;0;*
51;Fort Smith, AR-OK;AR;1148;1244;1340;1448;1529;1590;1659;0;0;1949;*
511210;Fort Smith, AR-OK;AR;3;0;0;0;0;0;*;*;0;0;*
518;Fort Smith, AR-OK;AR;0;0;0;0;0;0;0;0;0;0;*
519130;Fort Smith, AR-OK;AR;0;0;0;0;*;*;*;*;*;*;*
52;Fort Smith, AR-OK;AR;2879;2900;3093;3000;2919;2818;2744;2954;2966;2928;*
522320;Fort Smith, AR-OK;AR;0;*;*;*;*;*;*;*;*;*;*
54151;Fort Smith, AR-OK;AR;174;156;145;0;181;164;139;96;87;0;130
811212;Fort Smith, AR-OK;AR;4;4;0;0;0;0;0;8;0;0;*
811213;Fort Smith, AR-OK;AR;0;0;0;0;0;0;0;0;0;0;*
10;Hot Springs, AR;AR;35608;36047;37087;37367;37145;36276;35953;35281;34876;34944;34376
11;Hot Springs, AR;AR;141;149;168;173;185;204;194;259;274;310;264
323115;Hot Springs, AR;AR;*;*;*;0;0;0;0;*;*;*;*
423430;Hot Springs, AR;AR;0;0;*;0;0;0;0;0;0;*;*
443120;Hot Springs, AR;AR;19;0;0;11;16;0;0;11;24;29;33
454111;Hot Springs, AR;AR;0;0;0;5;4;3;0;0;0;0;*
